Reporting Month,Timestamp,What is the name of your school?,What is your school's synthetic school code?,What is the name of your district?,Block Details,Was the PBL project conducted in your school this month?,Was evidence submitted for the completed PBL project?,In which class/classes did you conduct the PBL project?,Which subject do you teach?,"Total number of students enrolled in Class 6, including all sections","Average student attendance during the Class 6 PBL Science session. If you did not teach Science in Class 6, enter 0.","Average student attendance during the Class 6 PBL Math session. If you did not teach Math in Class 6, enter 0.","Total number of students enrolled in Class 7, including all sections","Average student attendance during the Class 7 PBL Science session. If you did not teach Science in Class 7, enter 0.","Average student attendance during the Class 7 PBL Math session. If you did not teach Math in Class 7, enter 0.","Total number of students enrolled in Class 8, including all sections","Average student attendance during the Class 8 PBL Science session. If you did not teach Science in Class 8, enter 0.","Average student attendance during the Class 8 PBL Math session. If you did not teach Math in Class 8, enter 0.",Derived: Total enrollment across Classes 6-8,Derived: Total attendance across PBL Science and Math sessions,Derived: Overall PBL attendance rate,Derived: Risk status
2025-09,2025-09-13 02:03:00,School ACKM,SYN-1625-ACKM,District G,District G - Block 007,Yes,No,Class 7,Math and Science,43,27,27,40,31,34,40,31,38,123,188,0.7642,On Track
2025-09,2025-09-13 02:20:00,School ACKN,SYN-1626-ACKN,District G,District G - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,42,25,33,38,25,22,40,25,22,120,152,0.6333,Behind
2025-09,2025-09-13 02:37:00,School ACKO,SYN-1627-ACKO,District G,District G - Block 007,Yes,Yes,Class 8,Science,28,19,17,40,23,26,37,22,27,105,134,0.6381,Behind
2025-09,2025-09-13 02:54:00,School ACKP,SYN-1628-ACKP,District G,District G - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,42,26,30,62,38,31,51,33,33,155,191,0.6161,Behind
2025-09,2025-09-13 03:11:00,School ACKQ,SYN-1629-ACKQ,District G,District G - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,61,33,39,54,31,31,18,11,13,133,158,0.594,At Risk
2025-09,2025-09-13 03:28:00,School ACKS,SYN-1631-ACKS,District G,District G - Block 007,Yes,Yes,Classes 7 and 8,Science,39,28,20,47,32,24,44,28,23,130,155,0.5962,At Risk
2025-09,2025-09-13 03:45:00,School ACKT,SYN-1632-ACKT,District G,District G - Block 007,Yes,Yes,Class 7,Science,63,33,34,50,25,32,53,27,32,166,183,0.5512,At Risk
2025-09,2025-09-13 04:02:00,School ACKU,SYN-1633-ACKU,District G,District G - Block 007,Yes,Yes,Class 7,Math,58,31,32,42,19,37,47,27,26,147,172,0.585,At Risk
2025-09,2025-09-13 04:19:00,School ACKV,SYN-1634-ACKV,District G,District G - Block 007,Yes,Yes,Class 6,Math,41,28,27,46,30,26,41,33,28,128,172,0.6719,Behind
2025-09,2025-09-13 04:36:00,School ACKW,SYN-1635-ACKW,District G,District G - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,17,10,9,30,19,13,20,14,15,67,80,0.597,At Risk
2025-09,2025-09-13 04:53:00,School ACKX,SYN-1636-ACKX,District G,District G - Block 007,Yes,Yes,Class 8,Math,92,63,70,93,75,71,104,64,66,289,409,0.7076,Behind
2025-09,2025-09-13 05:10:00,School ACKY,SYN-1637-ACKY,District G,District G - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,8,6,6,13,11,11,11,10,10,32,54,0.8438,On Track
2025-09,2025-09-13 05:27:00,School ACKZ,SYN-1638-ACKZ,District G,District G - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,29,18,20,37,26,24,37,22,24,103,134,0.6505,Behind
2025-09,2025-09-13 05:44:00,School ACLA,SYN-1639-ACLA,District G,District G - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,20,21,23,15,18,21,16,15,72,105,0.7292,Behind
2025-09,2025-09-13 06:01:00,School ACLB,SYN-1640-ACLB,District G,District G - Block 007,No,No,Not conducted,Not applicable,51,0,0,73,0,0,47,0,0,171,0,0.0,Critical
2025-09,2025-09-13 06:18:00,School ACLC,SYN-1641-ACLC,District G,District G - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,69,43,52,54,36,26,50,32,29,173,218,0.6301,Behind
2025-09,2025-09-13 06:35:00,School ACLD,SYN-1642-ACLD,District G,District G - Block 007,Yes,Yes,"Classes 6, 7 and 8",Science,25,17,14,26,25,17,31,26,15,82,114,0.6951,Behind
2025-09,2025-09-13 06:52:00,School ACLE,SYN-1643-ACLE,District G,District G - Block 007,Yes,Yes,Class 6,Math and Science,22,11,8,13,6,5,13,8,8,48,46,0.4792,At Risk
2025-09,2025-09-13 07:09:00,School ACLF,SYN-1644-ACLF,District G,District G - Block 007,Yes,No,"Classes 6, 7 and 8",Math and Science,18,15,16,31,27,24,20,17,19,69,118,0.8551,On Track
2025-09,2025-09-13 07:26:00,School ACHC,SYN-1537-ACHC,District G,District G - Block 008,Yes,No,Class 6,Math and Science,48,36,32,49,36,30,52,39,40,149,213,0.7148,Behind
2025-09,2025-09-13 07:43:00,School ACHD,SYN-1538-ACHD,District G,District G - Block 008,No,No,Not conducted,Not applicable,20,0,0,21,0,0,8,0,0,49,0,0.0,Critical
2025-09,2025-09-13 08:00:00,School ACHE,SYN-1539-ACHE,District G,District G - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,45,29,29,57,39,40,50,34,39,152,210,0.6908,Behind
2025-09,2025-09-13 08:17:00,School ACHF,SYN-1540-ACHF,District G,District G - Block 008,Yes,No,"Classes 6, 7 and 8",Science,62,39,27,71,46,42,74,58,56,207,268,0.6473,Behind
2025-09,2025-09-13 08:34:00,School ACHG,SYN-1541-ACHG,District G,District G - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,31,26,20,19,17,13,19,15,10,69,101,0.7319,Behind
2025-09,2025-09-13 08:51:00,School ACHH,SYN-1542-ACHH,District G,District G - Block 008,Yes,No,"Classes 6, 7 and 8",Science,14,7,8,14,12,9,22,15,14,50,65,0.65,Behind
2025-09,2025-09-13 09:08:00,School ACHI,SYN-1543-ACHI,District G,District G - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,15,16,21,13,10,32,17,15,77,86,0.5584,At Risk
2025-09,2025-09-13 09:25:00,School ACHJ,SYN-1544-ACHJ,District G,District G - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,10,7,6,11,10,8,8,6,8,29,45,0.7759,On Track
2025-09,2025-09-13 09:42:00,School ACHK,SYN-1545-ACHK,District G,District G - Block 008,Yes,No,"Classes 6, 7 and 8",Science,23,16,15,24,17,17,17,12,7,64,84,0.6562,Behind
2025-09,2025-09-13 09:59:00,School ACHL,SYN-1546-ACHL,District G,District G - Block 008,Yes,Yes,Class 6,Math and Science,28,22,20,31,26,21,31,26,24,90,139,0.7722,On Track
2025-09,2025-09-13 10:16:00,School ACHM,SYN-1547-ACHM,District G,District G - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,29,25,23,38,28,31,35,28,25,102,160,0.7843,On Track
2025-09,2025-09-13 10:33:00,School ACHN,SYN-1548-ACHN,District G,District G - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,23,23,23,18,18,18,25,24,24,66,130,0.9848,On Track
2025-09,2025-09-13 10:50:00,School ACHO,SYN-1549-ACHO,District G,District G - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,67,54,47,62,42,44,65,36,41,194,264,0.6804,Behind
2025-09,2025-09-13 11:07:00,School ACHP,SYN-1550-ACHP,District G,District G - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,31,17,16,34,23,20,16,12,13,81,101,0.6235,Behind
2025-09,2025-09-13 11:24:00,School ACHQ,SYN-1551-ACHQ,District G,District G - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,59,44,44,69,46,40,52,37,38,180,249,0.6917,Behind
2025-09,2025-09-13 11:41:00,School ACHR,SYN-1552-ACHR,District G,District G - Block 008,Yes,Yes,Class 6,Science,13,9,8,14,8,8,15,9,9,42,51,0.6071,Behind
2025-09,2025-09-13 11:58:00,School ACIY,SYN-1585-ACIY,District G,District G - Block 009,Yes,Yes,Class 6,Science,92,57,57,85,63,70,89,67,77,266,391,0.735,Behind
2025-09,2025-09-13 12:15:00,School ACIZ,SYN-1586-ACIZ,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,23,13,14,47,22,27,35,24,28,105,128,0.6095,Behind
2025-09,2025-09-13 12:32:00,School ACJA,SYN-1587-ACJA,District G,District G - Block 009,Yes,Yes,Class 7,Science,16,12,11,20,16,13,16,13,9,52,74,0.7115,Behind
2025-09,2025-09-13 12:49:00,School ACJB,SYN-1588-ACJB,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,23,23,25,22,24,33,31,27,86,150,0.8721,On Track
2025-09,2025-09-13 13:06:00,School ACJC,SYN-1589-ACJC,District G,District G - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,37,23,25,45,28,29,39,29,28,121,162,0.6694,Behind
2025-09,2025-09-13 13:23:00,School ACJD,SYN-1590-ACJD,District G,District G - Block 009,Yes,Yes,Class 6,Math,22,13,14,17,10,12,11,7,7,50,63,0.63,Behind
2025-09,2025-09-13 13:40:00,School ACJE,SYN-1591-ACJE,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,31,15,14,18,11,11,19,18,14,68,83,0.6103,Behind
2025-09,2025-09-13 13:57:00,School ACJF,SYN-1592-ACJF,District G,District G - Block 009,Yes,Yes,Class 6,Math and Science,74,61,55,70,49,53,75,59,74,219,351,0.8014,On Track
2025-09,2025-09-13 14:14:00,School ACJG,SYN-1593-ACJG,District G,District G - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,38,35,35,26,24,23,33,30,32,97,179,0.9227,On Track
2025-09,2025-09-13 14:31:00,School ACJH,SYN-1594-ACJH,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,21,20,15,12,12,26,21,18,65,104,0.8,On Track
2025-09,2025-09-13 14:48:00,School ACJI,SYN-1595-ACJI,District G,District G - Block 009,Yes,Yes,Class 6,Math and Science,20,15,14,17,12,13,23,17,18,60,89,0.7417,Behind
2025-09,2025-09-13 15:05:00,School ACJJ,SYN-1596-ACJJ,District G,District G - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,7,4,4,6,2,2,7,3,3,20,18,0.45,At Risk
2025-09,2025-09-13 15:22:00,School ACJK,SYN-1597-ACJK,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,55,46,38,36,25,26,32,20,22,123,177,0.7195,Behind
2025-09,2025-09-13 15:39:00,School ACJM,SYN-1599-ACJM,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,21,21,37,36,28,13,10,12,78,128,0.8205,On Track
2025-09,2025-09-13 15:56:00,School AAJW,SYN-257-AAJW,District G,District G - Block 010,Yes,Yes,"Classes 6, 7 and 8",Math and Science,16,9,9,22,15,13,10,5,8,48,59,0.6146,Behind
2025-09,2025-09-13 16:13:00,School ACJL,SYN-1598-ACJL,District G,District G - Block 010,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,16,16,10,6,7,17,9,12,51,66,0.6471,Behind
2025-09,2025-09-13 16:30:00,School ACJN,SYN-1600-ACJN,District G,District G - Block 010,Yes,Yes,Class 6,Science,21,12,9,15,10,7,13,11,9,49,58,0.5918,At Risk
2025-09,2025-09-13 16:47:00,School ACJO,SYN-1601-ACJO,District G,District G - Block 010,Yes,Yes,"Classes 6, 7 and 8",Science,109,71,58,119,78,78,83,64,57,311,406,0.6527,Behind
2025-09,2025-09-13 17:04:00,School ACLG,SYN-1645-ACLG,District G,District G - Block 011,Yes,Yes,Class 6,Math and Science,46,26,28,34,17,17,43,26,25,123,139,0.565,At Risk
2025-09,2025-09-13 17:21:00,School ACLH,SYN-1646-ACLH,District G,District G - Block 011,Yes,Yes,Class 7,Science,23,16,12,15,11,9,27,18,19,65,85,0.6538,Behind
2025-09,2025-09-13 17:38:00,School ACLI,SYN-1647-ACLI,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,45,24,26,29,18,17,39,28,34,113,147,0.6504,Behind
2025-09,2025-09-13 17:55:00,School ACLJ,SYN-1648-ACLJ,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,47,37,26,55,39,42,32,24,23,134,191,0.7127,Behind
2025-09,2025-09-13 18:12:00,School ACLK,SYN-1649-ACLK,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,20,14,15,18,12,13,23,16,19,61,89,0.7295,Behind
2025-09,2025-09-13 18:29:00,School ACLL,SYN-1650-ACLL,District G,District G - Block 011,Yes,No,"Classes 6, 7 and 8",Math and Science,33,23,25,75,57,55,63,42,44,171,246,0.7193,Behind
2025-09,2025-09-13 18:46:00,School ACLM,SYN-1651-ACLM,District G,District G - Block 011,Yes,Yes,Class 6,Math,40,29,31,30,23,21,27,20,22,97,146,0.7526,On Track
2025-09,2025-09-13 19:03:00,School ACLN,SYN-1652-ACLN,District G,District G - Block 011,Yes,No,"Classes 6, 7 and 8",Math and Science,78,49,59,45,31,29,75,50,59,198,277,0.6995,Behind
2025-09,2025-09-13 19:20:00,School ACLO,SYN-1653-ACLO,District G,District G - Block 011,Yes,Yes,Class 8,Science,67,23,34,68,23,49,63,28,32,198,189,0.4773,At Risk
2025-09,2025-09-13 19:37:00,School ACLP,SYN-1654-ACLP,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,22,24,33,20,19,29,16,14,98,115,0.5867,At Risk
2025-09,2025-09-13 19:54:00,School ACLQ,SYN-1655-ACLQ,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Science,64,53,28,80,59,55,65,50,34,209,279,0.6675,Behind
2025-09,2025-09-13 20:11:00,School ADKK,SYN-2299-ADKK,District G,District G - Block 011,Yes,Yes,Classes 7 and 8,Math and Science,40,31,36,44,34,43,40,36,39,124,219,0.8831,On Track
2025-09,2025-09-13 20:28:00,School ACIM,SYN-1573-ACIM,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,68,57,62,78,76,66,92,80,75,238,416,0.8739,On Track
2025-09,2025-09-13 20:45:00,School ACIN,SYN-1574-ACIN,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,11,12,41,12,12,38,16,12,112,75,0.3348,Critical
2025-09,2025-09-13 21:02:00,School ACIO,SYN-1575-ACIO,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,81,61,65,98,65,62,109,86,71,288,410,0.7118,Behind
2025-09,2025-09-13 21:19:00,School ACIP,SYN-1576-ACIP,District G,District G - Block 012,No,No,Not conducted,Not applicable,55,0,0,57,0,0,45,0,0,157,0,0.0,Critical
2025-09,2025-09-13 21:36:00,School ACIQ,SYN-1577-ACIQ,District G,District G - Block 012,Yes,Yes,Classes 6 and 7,Science,92,59,59,73,49,39,52,37,33,217,276,0.6359,Behind
2025-09,2025-09-13 21:53:00,School ACIR,SYN-1578-ACIR,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,95,74,87,85,74,80,85,77,66,265,458,0.8642,On Track
2025-09,2025-09-13 22:10:00,School ACIS,SYN-1579-ACIS,District G,District G - Block 012,No,No,Not conducted,Not applicable,33,0,0,29,0,0,30,0,0,92,0,0.0,Critical
2025-09,2025-09-13 22:27:00,School ACIT,SYN-1580-ACIT,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,49,34,34,54,28,31,30,20,21,133,168,0.6316,Behind
2025-09,2025-09-13 22:44:00,School ACIU,SYN-1581-ACIU,District G,District G - Block 012,No,No,Not conducted,Not applicable,84,0,0,81,0,0,67,0,0,232,0,0.0,Critical
2025-09,2025-09-13 23:01:00,School ACIV,SYN-1582-ACIV,District G,District G - Block 012,Yes,No,Class 6,Science,107,75,87,114,90,89,116,94,87,337,522,0.7745,On Track
2025-09,2025-09-13 23:18:00,School ACIW,SYN-1583-ACIW,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,39,29,33,34,26,27,24,18,19,97,152,0.7835,On Track
2025-09,2025-09-13 23:35:00,School ACIX,SYN-1584-ACIX,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Science,67,44,49,70,46,36,52,43,27,189,245,0.6481,Behind
2025-09,2025-09-13 23:52:00,School ABRV,SYN-1140-ABRV,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,58,47,47,53,46,43,56,47,41,167,271,0.8114,On Track
2025-09,2025-09-14 00:09:00,School ACKC,SYN-1615-ACKC,District G,District G - Block 013,Yes,No,"Classes 6, 7 and 8",Math and Science,37,18,19,31,21,22,27,18,16,95,114,0.6,Behind
2025-09,2025-09-14 00:26:00,School ACKD,SYN-1616-ACKD,District G,District G - Block 013,Yes,Yes,Class 6,Math and Science,65,52,51,64,48,47,65,43,38,194,279,0.7191,Behind
2025-09,2025-09-14 00:43:00,School ACKE,SYN-1617-ACKE,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,31,19,20,31,19,17,29,18,17,91,110,0.6044,Behind
2025-09,2025-09-14 01:00:00,School ACKF,SYN-1618-ACKF,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,17,11,13,17,13,15,31,21,20,65,93,0.7154,Behind
2025-09,2025-09-14 01:17:00,School ACKG,SYN-1619-ACKG,District G,District G - Block 013,Yes,Yes,Classes 6 and 7,Science,8,4,5,9,6,5,22,12,12,39,44,0.5641,At Risk
2025-09,2025-09-14 01:34:00,School ACKH,SYN-1620-ACKH,District G,District G - Block 013,Yes,Yes,Classes 7 and 8,Science,36,17,15,36,18,21,36,21,21,108,113,0.5231,At Risk
2025-09,2025-09-14 01:51:00,School ACKI,SYN-1621-ACKI,District G,District G - Block 013,Yes,No,"Classes 6, 7 and 8",Math,31,29,30,18,13,18,18,12,16,67,118,0.8806,On Track
2025-09,2025-09-14 02:08:00,School ACKJ,SYN-1622-ACKJ,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,48,47,35,54,45,45,52,41,45,154,258,0.8377,On Track
2025-09,2025-09-14 02:25:00,School ACKK,SYN-1623-ACKK,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,34,27,27,17,11,12,23,17,15,74,109,0.7365,Behind
2025-09,2025-09-14 02:42:00,School ADKH,SYN-2296-ADKH,District G,District G - Block 013,Yes,Yes,Class 6,Math and Science,24,21,21,21,17,18,18,13,16,63,106,0.8413,On Track
2025-09,2025-09-14 02:59:00,School ACHS,SYN-1553-ACHS,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math,101,47,53,165,80,76,122,69,67,388,392,0.5052,At Risk
2025-09,2025-09-14 03:16:00,School ACHT,SYN-1554-ACHT,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Science,54,32,25,62,29,32,44,22,23,160,163,0.5094,At Risk
2025-09,2025-09-14 03:33:00,School ACHU,SYN-1555-ACHU,District G,District G - Block 014,Yes,No,Class 6,Math,44,30,28,53,34,33,40,24,27,137,176,0.6423,Behind
2025-09,2025-09-14 03:50:00,School ACHV,SYN-1556-ACHV,District G,District G - Block 014,Yes,Yes,Class 8,Math,41,25,23,30,19,16,28,14,18,99,115,0.5808,At Risk
2025-09,2025-09-14 04:07:00,School ACHW,SYN-1557-ACHW,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,21,18,20,15,14,10,7,8,54,83,0.7685,On Track
2025-09,2025-09-14 04:24:00,School ACHX,SYN-1558-ACHX,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,12,8,7,8,7,6,8,5,4,28,37,0.6607,Behind
2025-09,2025-09-14 04:41:00,School ACHY,SYN-1559-ACHY,District G,District G - Block 014,Yes,No,"Classes 6, 7 and 8",Math and Science,31,30,30,31,30,30,21,19,21,83,160,0.9639,On Track
2025-09,2025-09-14 04:58:00,School ACHZ,SYN-1560-ACHZ,District G,District G - Block 014,Yes,Yes,Class 6,Math,37,27,24,41,35,35,32,28,28,110,177,0.8045,On Track
2025-09,2025-09-14 05:15:00,School ACIA,SYN-1561-ACIA,District G,District G - Block 014,Yes,No,"Classes 6, 7 and 8",Math and Science,12,12,12,14,14,14,22,21,22,48,95,0.9896,On Track
2025-09,2025-09-14 05:32:00,School ACIB,SYN-1562-ACIB,District G,District G - Block 014,Yes,No,"Classes 6, 7 and 8",Math and Science,28,13,25,47,32,32,26,12,21,101,135,0.6683,Behind
2025-09,2025-09-14 05:49:00,School ACIC,SYN-1563-ACIC,District G,District G - Block 014,Yes,No,Class 6,Science,9,9,5,17,13,12,15,8,10,41,57,0.6951,Behind
2025-09,2025-09-14 06:06:00,School ACID,SYN-1564-ACID,District G,District G - Block 014,No,No,Not conducted,Not applicable,43,0,0,54,0,0,27,0,0,124,0,0.0,Critical
2025-09,2025-09-14 06:23:00,School ACIE,SYN-1565-ACIE,District G,District G - Block 014,Yes,Yes,Class 6,Math and Science,68,57,67,72,67,65,50,49,49,190,354,0.9316,On Track
2025-09,2025-09-14 06:40:00,School ACIF,SYN-1566-ACIF,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,26,21,23,23,19,19,27,25,22,76,129,0.8487,On Track
2025-09,2025-09-14 06:57:00,School ACIG,SYN-1567-ACIG,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,43,38,39,41,35,31,47,39,38,131,220,0.8397,On Track
2025-09,2025-09-14 07:14:00,School ACIH,SYN-1568-ACIH,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,23,22,15,12,11,20,15,20,59,103,0.8729,On Track
2025-09,2025-09-14 07:31:00,School ACII,SYN-1569-ACII,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Science,44,28,31,42,27,29,32,27,24,118,166,0.7034,Behind
2025-09,2025-09-14 07:48:00,School ACIJ,SYN-1570-ACIJ,District G,District G - Block 014,Yes,Yes,Class 6,Science,54,33,31,53,29,22,33,16,22,140,153,0.5464,At Risk
2025-09,2025-09-14 08:05:00,School ACIK,SYN-1571-ACIK,District G,District G - Block 014,Yes,No,"Classes 6, 7 and 8",Math and Science,14,10,11,18,13,14,21,15,18,53,81,0.7642,On Track
2025-09,2025-09-14 08:22:00,School ACIL,SYN-1572-ACIL,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,18,19,19,10,11,32,18,17,79,93,0.5886,At Risk
2025-09,2025-09-14 08:39:00,School ACMP,SYN-1680-ACMP,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Science,35,32,27,36,30,19,27,23,19,98,150,0.7653,On Track
2025-09,2025-09-14 08:56:00,School ACNI,SYN-1699-ACNI,District H,District H - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,62,56,50,72,58,49,82,72,68,216,353,0.8171,On Track
2025-09,2025-09-14 09:13:00,School ACNJ,SYN-1700-ACNJ,District H,District H - Block 001,Yes,Yes,Class 8,Science,111,81,88,136,79,80,138,87,99,385,514,0.6675,Behind
2025-09,2025-09-14 09:30:00,School ACNK,SYN-1701-ACNK,District H,District H - Block 001,Yes,Yes,"Classes 6, 7 and 8",Science,52,27,37,57,47,40,43,33,30,152,214,0.7039,Behind
2025-09,2025-09-14 09:47:00,School ACMV,SYN-1686-ACMV,District H,District H - Block 002,Yes,Yes,Class 6,Math and Science,69,51,51,51,38,35,50,40,36,170,251,0.7382,Behind
2025-09,2025-09-14 10:04:00,School ACNL,SYN-1702-ACNL,District H,District H - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,38,26,24,41,27,27,44,26,28,123,158,0.6423,Behind
2025-09,2025-09-14 10:21:00,School ACNM,SYN-1703-ACNM,District H,District H - Block 002,Yes,Yes,"Classes 6, 7 and 8",Science,42,31,26,45,38,22,35,22,26,122,165,0.6762,Behind
2025-09,2025-09-14 10:38:00,School ACNN,SYN-1704-ACNN,District H,District H - Block 002,Yes,Yes,Classes 6 and 8,Math and Science,103,55,85,101,48,47,95,74,39,299,348,0.5819,At Risk
2025-09,2025-09-14 10:55:00,School ACNO,SYN-1705-ACNO,District H,District H - Block 002,Yes,Yes,Class 8,Science,11,8,5,27,18,15,22,17,15,60,78,0.65,Behind
2025-09,2025-09-14 11:12:00,School ACNP,SYN-1706-ACNP,District H,District H - Block 003,Yes,No,Class 8,Science,46,37,24,78,41,39,77,64,53,201,258,0.6418,Behind
2025-09,2025-09-14 11:29:00,School ACNQ,SYN-1707-ACNQ,District H,District H - Block 003,Yes,Yes,"Classes 6, 7 and 8",Science,26,14,14,33,26,21,38,28,27,97,130,0.6701,Behind
2025-09,2025-09-14 11:46:00,School ACNR,SYN-1708-ACNR,District H,District H - Block 003,Yes,Yes,Class 6,Math,42,24,37,44,32,36,42,20,38,128,187,0.7305,Behind
2025-09,2025-09-14 12:03:00,School ACNS,SYN-1709-ACNS,District H,District H - Block 004,Yes,Yes,Class 6,Science,73,41,43,66,39,47,86,46,46,225,262,0.5822,At Risk
2025-09,2025-09-14 12:20:00,School ACMR,SYN-1682-ACMR,District H,District H - Block 005,Yes,Yes,"Classes 6, 7 and 8",Science,50,42,31,50,39,25,37,33,22,137,192,0.7007,Behind
2025-09,2025-09-14 12:37:00,School ACMT,SYN-1684-ACMT,District H,District H - Block 006,Yes,No,"Classes 6, 7 and 8",Math and Science,43,33,28,54,39,33,65,37,38,162,208,0.642,Behind
2025-09,2025-09-14 12:54:00,School ACMU,SYN-1685-ACMU,District H,District H - Block 006,Yes,Yes,"Classes 6, 7 and 8",Science,65,35,35,87,57,48,73,49,52,225,276,0.6133,Behind
2025-09,2025-09-14 13:11:00,School ACMW,SYN-1687-ACMW,District H,District H - Block 006,Yes,Yes,Class 8,Math,18,11,13,19,9,18,18,12,14,55,77,0.7,Behind
2025-09,2025-09-14 13:28:00,School ACMX,SYN-1688-ACMX,District H,District H - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,23,24,44,33,39,34,21,24,114,164,0.7193,Behind
2025-09,2025-09-14 13:45:00,School ACMY,SYN-1689-ACMY,District H,District H - Block 007,Yes,Yes,Class 6,Science,65,36,45,97,45,43,97,40,57,259,266,0.5135,At Risk
2025-09,2025-09-14 14:02:00,School ACMZ,SYN-1690-ACMZ,District H,District H - Block 007,Yes,Yes,Class 6,Math and Science,97,55,95,110,47,42,88,50,43,295,332,0.5627,At Risk
2025-09,2025-09-14 14:19:00,School ACNA,SYN-1691-ACNA,District H,District H - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,42,20,21,32,24,22,34,24,24,108,135,0.625,Behind
2025-09,2025-09-14 14:36:00,School ACNB,SYN-1692-ACNB,District H,District H - Block 008,Yes,No,Classes 7 and 8,Math and Science,92,63,55,84,62,74,68,61,57,244,372,0.7623,On Track
2025-09,2025-09-14 14:53:00,School ACNC,SYN-1693-ACNC,District H,District H - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,38,19,21,46,26,23,62,38,39,146,166,0.5685,At Risk
2025-09,2025-09-14 15:10:00,School ACND,SYN-1694-ACND,District H,District H - Block 009,Yes,Yes,Class 6,Math and Science,83,48,43,73,40,38,53,40,41,209,250,0.5981,At Risk
2025-09,2025-09-14 15:27:00,School ACNE,SYN-1695-ACNE,District H,District H - Block 009,Yes,Yes,Class 7,Science,92,46,66,109,83,62,106,95,45,307,397,0.6466,Behind
