Reporting Month,Timestamp,What is the name of your school?,What is your school's synthetic school code?,What is the name of your district?,Block Details,Was the PBL project conducted in your school this month?,Was evidence submitted for the completed PBL project?,In which class/classes did you conduct the PBL project?,Which subject do you teach?,"Total number of students enrolled in Class 6, including all sections","Average student attendance during the Class 6 PBL Science session. If you did not teach Science in Class 6, enter 0.","Average student attendance during the Class 6 PBL Math session. If you did not teach Math in Class 6, enter 0.","Total number of students enrolled in Class 7, including all sections","Average student attendance during the Class 7 PBL Science session. If you did not teach Science in Class 7, enter 0.","Average student attendance during the Class 7 PBL Math session. If you did not teach Math in Class 7, enter 0.","Total number of students enrolled in Class 8, including all sections","Average student attendance during the Class 8 PBL Science session. If you did not teach Science in Class 8, enter 0.","Average student attendance during the Class 8 PBL Math session. If you did not teach Math in Class 8, enter 0.",Derived: Total enrollment across Classes 6-8,Derived: Total attendance across PBL Science and Math sessions,Derived: Overall PBL attendance rate,Derived: Risk status
2025-08,2025-08-13 11:41:00,School ACHR,SYN-1552-ACHR,District G,District G - Block 008,Yes,Yes,Class 6,Science,13,7,7,14,9,8,15,10,9,42,50,0.5952,At Risk
2025-08,2025-08-13 11:58:00,School ACIY,SYN-1585-ACIY,District G,District G - Block 009,Yes,Yes,Class 6,Science,92,52,59,85,56,62,89,75,75,266,379,0.7124,Behind
2025-08,2025-08-13 12:15:00,School ACIZ,SYN-1586-ACIZ,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,23,13,12,47,24,25,35,24,28,105,126,0.6,Behind
2025-08,2025-08-13 12:32:00,School ACJA,SYN-1587-ACJA,District G,District G - Block 009,Yes,Yes,Class 7,Science,16,13,8,20,15,11,16,14,9,52,70,0.6731,Behind
2025-08,2025-08-13 12:49:00,School ACJB,SYN-1588-ACJB,District G,District G - Block 009,No,No,Not conducted,Not applicable,28,0,0,25,0,0,33,0,0,86,0,0.0,Critical
2025-08,2025-08-13 13:06:00,School ACJC,SYN-1589-ACJC,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,37,20,21,45,30,29,39,23,29,121,152,0.6281,Behind
2025-08,2025-08-13 13:23:00,School ACJD,SYN-1590-ACJD,District G,District G - Block 009,Yes,Yes,Class 6,Math,22,15,14,17,9,9,11,6,7,50,60,0.6,Behind
2025-08,2025-08-13 13:40:00,School ACJE,SYN-1591-ACJE,District G,District G - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,31,14,12,18,10,11,19,16,16,68,79,0.5809,At Risk
2025-08,2025-08-13 13:57:00,School ACJF,SYN-1592-ACJF,District G,District G - Block 009,Yes,Yes,Class 6,Math and Science,74,59,47,70,49,48,75,62,74,219,339,0.774,On Track
2025-08,2025-08-13 14:14:00,School ACJG,SYN-1593-ACJG,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,38,32,32,26,22,22,33,30,25,97,163,0.8402,On Track
2025-08,2025-08-13 14:31:00,School ACJH,SYN-1594-ACJH,District G,District G - Block 009,No,No,Not conducted,Not applicable,24,0,0,15,0,0,26,0,0,65,0,0.0,Critical
2025-08,2025-08-13 14:48:00,School ACJI,SYN-1595-ACJI,District G,District G - Block 009,No,No,Not conducted,Not applicable,20,0,0,17,0,0,23,0,0,60,0,0.0,Critical
2025-08,2025-08-13 15:05:00,School ACJJ,SYN-1596-ACJJ,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,7,4,4,6,2,2,7,3,3,20,18,0.45,At Risk
2025-08,2025-08-13 15:22:00,School ACJK,SYN-1597-ACJK,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,55,38,36,36,25,24,32,21,18,123,162,0.6585,Behind
2025-08,2025-08-13 15:39:00,School ACJM,SYN-1599-ACJM,District G,District G - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,28,23,21,37,36,24,13,10,11,78,125,0.8013,On Track
2025-08,2025-08-13 15:56:00,School AAJW,SYN-257-AAJW,District G,District G - Block 010,Yes,Yes,"Classes 6, 7 and 8",Math and Science,16,9,8,22,15,12,10,6,7,48,57,0.5938,At Risk
2025-08,2025-08-13 16:13:00,School ACJL,SYN-1598-ACJL,District G,District G - Block 010,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,14,18,10,5,7,17,9,13,51,66,0.6471,Behind
2025-08,2025-08-13 16:30:00,School ACJN,SYN-1600-ACJN,District G,District G - Block 010,No,No,Not conducted,Not applicable,21,0,0,15,0,0,13,0,0,49,0,0.0,Critical
2025-08,2025-08-13 16:47:00,School ACJO,SYN-1601-ACJO,District G,District G - Block 010,Yes,Yes,"Classes 6, 7 and 8",Science,109,69,48,119,88,73,83,53,52,311,383,0.6158,Behind
2025-08,2025-08-13 17:04:00,School ACLG,SYN-1645-ACLG,District G,District G - Block 011,Yes,Yes,Class 6,Math and Science,46,25,22,34,18,19,43,23,22,123,129,0.5244,At Risk
2025-08,2025-08-13 17:21:00,School ACLH,SYN-1646-ACLH,District G,District G - Block 011,Yes,No,Class 7,Science,23,14,14,15,10,8,27,18,17,65,81,0.6231,Behind
2025-08,2025-08-13 17:38:00,School ACLI,SYN-1647-ACLI,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,45,21,23,29,18,16,39,25,37,113,140,0.6195,Behind
2025-08,2025-08-13 17:55:00,School ACLJ,SYN-1648-ACLJ,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,47,36,26,55,34,42,32,22,23,134,183,0.6828,Behind
2025-08,2025-08-13 18:12:00,School ACLK,SYN-1649-ACLK,District G,District G - Block 011,No,No,Not conducted,Not applicable,20,0,0,18,0,0,23,0,0,61,0,0.0,Critical
2025-08,2025-08-13 18:29:00,School ACLL,SYN-1650-ACLL,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,26,24,75,53,49,63,45,42,171,239,0.6988,Behind
2025-08,2025-08-13 18:46:00,School ACLM,SYN-1651-ACLM,District G,District G - Block 011,Yes,No,Class 6,Math,40,29,34,30,20,21,27,18,21,97,143,0.7371,Behind
2025-08,2025-08-13 19:03:00,School ACLN,SYN-1652-ACLN,District G,District G - Block 011,Yes,No,"Classes 6, 7 and 8",Math and Science,78,45,48,45,29,27,75,48,49,198,246,0.6212,Behind
2025-08,2025-08-13 19:20:00,School ACLO,SYN-1653-ACLO,District G,District G - Block 011,Yes,Yes,Class 8,Science,67,27,37,68,23,51,63,32,31,198,201,0.5076,At Risk
2025-08,2025-08-13 19:37:00,School ACLP,SYN-1654-ACLP,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,22,20,33,20,19,29,13,13,98,107,0.5459,At Risk
2025-08,2025-08-13 19:54:00,School ACLQ,SYN-1655-ACLQ,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Science,64,47,41,80,53,40,65,55,43,209,279,0.6675,Behind
2025-08,2025-08-13 20:11:00,School ADKK,SYN-2299-ADKK,District G,District G - Block 011,Yes,Yes,Classes 7 and 8,Math and Science,40,31,33,44,35,40,40,32,31,124,202,0.8145,On Track
2025-08,2025-08-13 20:28:00,School ACIM,SYN-1573-ACIM,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,68,62,52,78,71,64,92,86,70,238,405,0.8508,On Track
2025-08,2025-08-13 20:45:00,School ACIN,SYN-1574-ACIN,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,9,11,41,12,13,38,17,12,112,74,0.3304,Critical
2025-08,2025-08-13 21:02:00,School ACIO,SYN-1575-ACIO,District G,District G - Block 012,Yes,No,"Classes 6, 7 and 8",Math and Science,81,61,51,98,70,58,109,80,66,288,386,0.6701,Behind
2025-08,2025-08-13 21:19:00,School ACIP,SYN-1576-ACIP,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,55,34,40,57,30,27,45,24,38,157,193,0.6146,Behind
2025-08,2025-08-13 21:36:00,School ACIQ,SYN-1577-ACIQ,District G,District G - Block 012,Yes,No,Classes 6 and 7,Science,92,56,62,73,52,32,52,29,33,217,264,0.6083,Behind
2025-08,2025-08-13 21:53:00,School ACIR,SYN-1578-ACIR,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,95,82,69,85,71,70,85,71,69,265,432,0.8151,On Track
2025-08,2025-08-13 22:10:00,School ACIS,SYN-1579-ACIS,District G,District G - Block 012,Yes,No,"Classes 6, 7 and 8",Math and Science,33,23,22,29,23,19,30,19,22,92,128,0.6957,Behind
2025-08,2025-08-13 22:27:00,School ACIT,SYN-1580-ACIT,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,49,31,28,54,28,30,30,17,19,133,153,0.5752,At Risk
2025-08,2025-08-13 22:44:00,School ACIU,SYN-1581-ACIU,District G,District G - Block 012,Yes,Yes,Class 6,Math,84,46,42,81,45,44,67,39,51,232,267,0.5754,At Risk
2025-08,2025-08-13 23:01:00,School ACIV,SYN-1582-ACIV,District G,District G - Block 012,No,No,Not conducted,Not applicable,107,0,0,114,0,0,116,0,0,337,0,0.0,Critical
2025-08,2025-08-13 23:18:00,School ACIW,SYN-1583-ACIW,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,39,30,30,34,26,27,24,18,20,97,151,0.7784,On Track
2025-08,2025-08-13 23:35:00,School ACIX,SYN-1584-ACIX,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Science,67,44,42,70,41,36,52,40,26,189,229,0.6058,Behind
2025-08,2025-08-13 23:52:00,School ABRV,SYN-1140-ABRV,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,58,41,40,53,43,36,56,46,42,167,248,0.7425,Behind
2025-08,2025-08-14 00:09:00,School ACKC,SYN-1615-ACKC,District G,District G - Block 013,No,No,Not conducted,Not applicable,37,0,0,31,0,0,27,0,0,95,0,0.0,Critical
2025-08,2025-08-14 00:26:00,School ACKD,SYN-1616-ACKD,District G,District G - Block 013,Yes,Yes,Class 6,Math and Science,65,47,50,64,47,44,65,44,37,194,269,0.6933,Behind
2025-08,2025-08-14 00:43:00,School ACKE,SYN-1617-ACKE,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,31,19,19,31,16,16,29,15,17,91,102,0.5604,At Risk
2025-08,2025-08-14 01:00:00,School ACKF,SYN-1618-ACKF,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,17,11,12,17,14,13,31,20,21,65,91,0.7,Behind
2025-08,2025-08-14 01:17:00,School ACKG,SYN-1619-ACKG,District G,District G - Block 013,Yes,No,Classes 6 and 7,Science,8,4,3,9,5,5,22,10,14,39,41,0.5256,At Risk
2025-08,2025-08-14 01:34:00,School ACKH,SYN-1620-ACKH,District G,District G - Block 013,Yes,Yes,Classes 7 and 8,Science,36,23,22,36,19,20,36,20,19,108,123,0.5694,At Risk
2025-08,2025-08-14 01:51:00,School ACKI,SYN-1621-ACKI,District G,District G - Block 013,No,No,Not conducted,Not applicable,31,0,0,18,0,0,18,0,0,67,0,0.0,Critical
2025-08,2025-08-14 02:08:00,School ACKJ,SYN-1622-ACKJ,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,48,47,37,54,38,39,52,42,45,154,248,0.8052,On Track
2025-08,2025-08-14 02:25:00,School ACKK,SYN-1623-ACKK,District G,District G - Block 013,No,No,Not conducted,Not applicable,34,0,0,17,0,0,23,0,0,74,0,0.0,Critical
2025-08,2025-08-14 02:42:00,School ADKH,SYN-2296-ADKH,District G,District G - Block 013,Yes,Yes,Class 6,Math and Science,24,17,18,21,18,18,18,14,14,63,99,0.7857,On Track
2025-08,2025-08-14 02:59:00,School ACHS,SYN-1553-ACHS,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math,101,58,43,165,85,82,122,61,68,388,397,0.5116,At Risk
2025-08,2025-08-14 03:16:00,School ACHT,SYN-1554-ACHT,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Science,54,28,32,62,28,31,44,23,26,160,168,0.525,At Risk
2025-08,2025-08-14 03:33:00,School ACHU,SYN-1555-ACHU,District G,District G - Block 014,Yes,No,Class 6,Math,44,29,28,53,34,33,40,24,25,137,173,0.6314,Behind
2025-08,2025-08-14 03:50:00,School ACHV,SYN-1556-ACHV,District G,District G - Block 014,Yes,Yes,Class 8,Math,41,21,27,30,15,16,28,12,19,99,110,0.5556,At Risk
2025-08,2025-08-14 04:07:00,School ACHW,SYN-1557-ACHW,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,17,20,20,16,15,10,7,8,54,83,0.7685,On Track
2025-08,2025-08-14 04:24:00,School ACHX,SYN-1558-ACHX,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,12,8,6,8,5,5,8,5,4,28,33,0.5893,At Risk
2025-08,2025-08-14 04:41:00,School ACHY,SYN-1559-ACHY,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,31,30,30,31,30,26,21,18,21,83,155,0.9337,On Track
2025-08,2025-08-14 04:58:00,School ACHZ,SYN-1560-ACHZ,District G,District G - Block 014,Yes,Yes,Class 6,Math,37,27,23,41,28,27,32,25,26,110,156,0.7091,Behind
2025-08,2025-08-14 05:15:00,School ACIA,SYN-1561-ACIA,District G,District G - Block 014,Yes,No,"Classes 6, 7 and 8",Math and Science,12,11,11,14,14,14,22,22,21,48,93,0.9688,On Track
2025-08,2025-08-14 05:32:00,School ACIB,SYN-1562-ACIB,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,12,25,47,22,34,26,13,21,101,127,0.6287,Behind
2025-08,2025-08-14 05:49:00,School ACIC,SYN-1563-ACIC,District G,District G - Block 014,No,No,Not conducted,Not applicable,9,0,0,17,0,0,15,0,0,41,0,0.0,Critical
2025-08,2025-08-14 06:06:00,School ACID,SYN-1564-ACID,District G,District G - Block 014,No,No,Not conducted,Not applicable,43,0,0,54,0,0,27,0,0,124,0,0.0,Critical
2025-08,2025-08-14 06:23:00,School ACIE,SYN-1565-ACIE,District G,District G - Block 014,Yes,Yes,Class 6,Math and Science,68,57,56,72,67,66,50,46,49,190,341,0.8974,On Track
2025-08,2025-08-14 06:40:00,School ACIF,SYN-1566-ACIF,District G,District G - Block 014,No,No,Not conducted,Not applicable,26,0,0,23,0,0,27,0,0,76,0,0.0,Critical
2025-08,2025-08-14 06:57:00,School ACIG,SYN-1567-ACIG,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,43,35,35,41,29,28,47,45,40,131,212,0.8092,On Track
2025-08,2025-08-14 07:14:00,School ACIH,SYN-1568-ACIH,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,20,19,15,12,12,20,13,17,59,93,0.7881,On Track
2025-08,2025-08-14 07:31:00,School ACII,SYN-1569-ACII,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Science,44,26,28,42,24,27,32,24,25,118,154,0.6525,Behind
2025-08,2025-08-14 07:48:00,School ACIJ,SYN-1570-ACIJ,District G,District G - Block 014,Yes,No,Class 6,Science,54,23,27,53,26,27,33,18,15,140,136,0.4857,At Risk
2025-08,2025-08-14 08:05:00,School ACIK,SYN-1571-ACIK,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,14,11,11,18,14,13,21,15,17,53,81,0.7642,On Track
2025-08,2025-08-14 08:22:00,School ACIL,SYN-1572-ACIL,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,16,15,19,10,9,32,17,15,79,82,0.519,At Risk
2025-08,2025-08-14 08:39:00,School ACMP,SYN-1680-ACMP,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Science,35,31,30,36,29,21,27,23,11,98,145,0.7398,Behind
2025-08,2025-08-14 08:56:00,School ACNI,SYN-1699-ACNI,District H,District H - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,62,52,41,72,58,53,82,70,57,216,331,0.7662,On Track
2025-08,2025-08-14 09:13:00,School ACNJ,SYN-1700-ACNJ,District H,District H - Block 001,Yes,No,Class 8,Science,111,88,86,136,80,74,138,90,92,385,510,0.6623,Behind
2025-08,2025-08-14 09:30:00,School ACNK,SYN-1701-ACNK,District H,District H - Block 001,Yes,Yes,"Classes 6, 7 and 8",Science,52,29,38,57,45,38,43,30,27,152,207,0.6809,Behind
2025-08,2025-08-14 09:47:00,School ACMV,SYN-1686-ACMV,District H,District H - Block 002,Yes,No,Class 6,Math and Science,69,45,48,51,35,33,50,34,33,170,228,0.6706,Behind
2025-08,2025-08-14 10:04:00,School ACNL,SYN-1702-ACNL,District H,District H - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,38,23,24,41,26,25,44,29,25,123,152,0.6179,Behind
2025-08,2025-08-14 10:21:00,School ACNM,SYN-1703-ACNM,District H,District H - Block 002,Yes,Yes,"Classes 6, 7 and 8",Science,42,34,22,45,31,18,35,23,22,122,150,0.6148,Behind
2025-08,2025-08-14 10:38:00,School ACNN,SYN-1704-ACNN,District H,District H - Block 002,Yes,Yes,Classes 6 and 8,Math and Science,103,62,89,101,51,42,95,80,62,299,386,0.6455,Behind
2025-08,2025-08-14 10:55:00,School ACNO,SYN-1705-ACNO,District H,District H - Block 002,No,No,Not conducted,Not applicable,11,0,0,27,0,0,22,0,0,60,0,0.0,Critical
2025-08,2025-08-14 11:12:00,School ACNP,SYN-1706-ACNP,District H,District H - Block 003,Yes,No,Class 8,Science,46,31,24,78,56,47,77,64,40,201,262,0.6517,Behind
2025-08,2025-08-14 11:29:00,School ACNQ,SYN-1707-ACNQ,District H,District H - Block 003,Yes,No,"Classes 6, 7 and 8",Science,26,16,12,33,23,21,38,29,20,97,121,0.6237,Behind
2025-08,2025-08-14 11:46:00,School ACNR,SYN-1708-ACNR,District H,District H - Block 003,No,No,Not conducted,Not applicable,42,0,0,44,0,0,42,0,0,128,0,0.0,Critical
2025-08,2025-08-14 12:03:00,School ACNS,SYN-1709-ACNS,District H,District H - Block 004,Yes,No,Class 6,Science,73,37,40,66,39,43,86,48,49,225,256,0.5689,At Risk
2025-08,2025-08-14 12:20:00,School ACMR,SYN-1682-ACMR,District H,District H - Block 005,Yes,Yes,"Classes 6, 7 and 8",Science,50,39,23,50,35,28,37,31,22,137,178,0.6496,Behind
2025-08,2025-08-14 12:37:00,School ACMT,SYN-1684-ACMT,District H,District H - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,43,28,25,54,37,31,65,42,37,162,200,0.6173,Behind
2025-08,2025-08-14 12:54:00,School ACMU,SYN-1685-ACMU,District H,District H - Block 006,No,No,Not conducted,Not applicable,65,0,0,87,0,0,73,0,0,225,0,0.0,Critical
2025-08,2025-08-14 13:11:00,School ACMW,SYN-1687-ACMW,District H,District H - Block 006,Yes,Yes,Class 8,Math,18,13,13,19,9,14,18,9,17,55,75,0.6818,Behind
2025-08,2025-08-14 13:28:00,School ACMX,SYN-1688-ACMX,District H,District H - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,24,22,44,27,37,34,22,26,114,158,0.693,Behind
2025-08,2025-08-14 13:45:00,School ACMY,SYN-1689-ACMY,District H,District H - Block 007,Yes,No,Class 6,Science,65,35,36,97,39,64,97,35,58,259,267,0.5154,At Risk
2025-08,2025-08-14 14:02:00,School ACMZ,SYN-1690-ACMZ,District H,District H - Block 007,No,No,Not conducted,Not applicable,97,0,0,110,0,0,88,0,0,295,0,0.0,Critical
2025-08,2025-08-14 14:19:00,School ACNA,SYN-1691-ACNA,District H,District H - Block 007,No,No,Not conducted,Not applicable,42,0,0,32,0,0,34,0,0,108,0,0.0,Critical
2025-08,2025-08-14 14:36:00,School ACNB,SYN-1692-ACNB,District H,District H - Block 008,No,No,Not conducted,Not applicable,92,0,0,84,0,0,68,0,0,244,0,0.0,Critical
2025-08,2025-08-14 14:53:00,School ACNC,SYN-1693-ACNC,District H,District H - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,38,21,23,46,22,25,62,32,33,146,156,0.5342,At Risk
2025-08,2025-08-14 15:10:00,School ACND,SYN-1694-ACND,District H,District H - Block 009,Yes,Yes,Class 6,Math and Science,83,42,48,73,41,40,53,39,36,209,246,0.5885,At Risk
2025-08,2025-08-14 15:27:00,School ACNE,SYN-1695-ACNE,District H,District H - Block 009,Yes,Yes,Class 7,Science,92,55,59,109,72,64,106,90,53,307,393,0.6401,Behind
2025-08,2025-08-14 15:44:00,School ACNF,SYN-1696-ACNF,District H,District H - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,55,41,46,59,50,49,61,43,41,175,270,0.7714,On Track
2025-08,2025-08-14 16:01:00,School ACNG,SYN-1697-ACNG,District H,District H - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,27,18,52,40,36,39,33,30,124,184,0.7419,Behind
2025-08,2025-08-14 16:18:00,School ACNH,SYN-1698-ACNH,District H,District H - Block 009,Yes,Yes,Class 6,Math and Science,26,15,17,23,14,20,27,12,13,76,91,0.5987,At Risk
2025-08,2025-08-14 16:35:00,School AAYK,SYN-635-AAYK,District I,District I - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,64,38,37,44,28,27,69,41,50,177,221,0.6243,Behind
2025-08,2025-08-14 16:52:00,School AAYL,SYN-636-AAYL,District I,District I - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,108,83,79,149,75,77,108,51,51,365,416,0.5699,At Risk
2025-08,2025-08-14 17:09:00,School AAYM,SYN-637-AAYM,District I,District I - Block 001,Yes,No,"Classes 6, 7 and 8",Math,54,34,31,90,67,56,63,42,33,207,263,0.6353,Behind
2025-08,2025-08-14 17:26:00,School AAWO,SYN-587-AAWO,District I,District I - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math,60,37,30,71,47,41,78,33,46,209,234,0.5598,At Risk
2025-08,2025-08-14 17:43:00,School AAWP,SYN-588-AAWP,District I,District I - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,22,15,14,17,13,11,35,20,30,74,103,0.6959,Behind
2025-08,2025-08-14 18:00:00,School AAWQ,SYN-589-AAWQ,District I,District I - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,46,27,29,47,24,27,47,17,20,140,144,0.5143,At Risk
2025-08,2025-08-14 18:17:00,School AAWR,SYN-590-AAWR,District I,District I - Block 002,No,No,Not conducted,Not applicable,50,0,0,55,0,0,54,0,0,159,0,0.0,Critical
2025-08,2025-08-14 18:34:00,School AAWS,SYN-591-AAWS,District I,District I - Block 002,Yes,No,Classes 6 and 8,Math and Science,113,79,49,126,86,70,120,52,45,359,381,0.5306,At Risk
2025-08,2025-08-14 18:51:00,School AAWT,SYN-592-AAWT,District I,District I - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,48,30,30,51,44,41,43,32,30,142,207,0.7289,Behind
2025-08,2025-08-14 19:08:00,School AAWU,SYN-593-AAWU,District I,District I - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,85,66,64,80,59,58,87,73,61,252,381,0.756,On Track
2025-08,2025-08-14 19:25:00,School AAVZ,SYN-572-AAVZ,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,95,72,70,140,116,109,95,69,67,330,503,0.7621,On Track
2025-08,2025-08-14 19:42:00,School AAWA,SYN-573-AAWA,District I,District I - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,78,34,38,99,51,45,96,41,41,273,250,0.4579,At Risk
2025-08,2025-08-14 19:59:00,School AAWB,SYN-574-AAWB,District I,District I - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,84,17,12,77,20,19,63,24,23,224,115,0.2567,Critical
2025-08,2025-08-14 20:16:00,School AAWC,SYN-575-AAWC,District I,District I - Block 003,Yes,No,Class 8,Math and Science,102,68,48,66,40,30,94,58,49,262,293,0.5592,At Risk
2025-08,2025-08-14 20:33:00,School AAWD,SYN-576-AAWD,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,74,40,40,84,50,48,87,68,66,245,312,0.6367,Behind
2025-08,2025-08-14 20:50:00,School AAWE,SYN-577-AAWE,District I,District I - Block 003,Yes,Yes,Class 6,Science,72,52,52,50,40,49,59,44,42,181,279,0.7707,On Track
2025-08,2025-08-14 21:07:00,School AAWF,SYN-578-AAWF,District I,District I - Block 003,No,No,Not conducted,Not applicable,185,0,0,220,0,0,210,0,0,615,0,0.0,Critical
2025-08,2025-08-14 21:24:00,School AAWG,SYN-579-AAWG,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,141,67,73,156,75,71,154,77,76,451,439,0.4867,At Risk
2025-08,2025-08-14 21:41:00,School AAWH,SYN-580-AAWH,District I,District I - Block 003,No,No,Not conducted,Not applicable,49,0,0,28,0,0,28,0,0,105,0,0.0,Critical
2025-08,2025-08-14 21:58:00,School AAWI,SYN-581-AAWI,District I,District I - Block 003,Yes,Yes,Class 8,Math and Science,72,44,42,63,32,37,50,39,43,185,237,0.6405,Behind
2025-08,2025-08-14 22:15:00,School AAWJ,SYN-582-AAWJ,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,85,56,54,92,57,54,74,44,48,251,313,0.6235,Behind
2025-08,2025-08-14 22:32:00,School AAWK,SYN-583-AAWK,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,137,98,103,167,105,103,122,94,80,426,583,0.6843,Behind
2025-08,2025-08-14 22:49:00,School AAWL,SYN-584-AAWL,District I,District I - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,43,30,21,44,32,29,49,41,39,136,192,0.7059,Behind
2025-08,2025-08-14 23:06:00,School AAWM,SYN-585-AAWM,District I,District I - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,121,83,74,115,81,79,80,74,78,316,469,0.7421,Behind
2025-08,2025-08-14 23:23:00,School AAWN,SYN-586-AAWN,District I,District I - Block 003,No,No,Not conducted,Not applicable,57,0,0,57,0,0,60,0,0,174,0,0.0,Critical
2025-08,2025-08-14 23:40:00,School ACMQ,SYN-1681-ACMQ,District I,District I - Block 003,Yes,Yes,Class 6,Math and Science,124,106,95,132,116,104,147,107,116,403,644,0.799,On Track
2025-08,2025-08-14 23:57:00,School AAXR,SYN-616-AAXR,District I,District I - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,26,17,18,24,20,18,31,22,20,81,115,0.7099,Behind
2025-08,2025-08-15 00:14:00,School AAXS,SYN-617-AAXS,District I,District I - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math,64,35,43,65,29,53,75,51,39,204,250,0.6127,Behind
2025-08,2025-08-15 00:31:00,School AAXT,SYN-618-AAXT,District I,District I - Block 004,Yes,Yes,Class 6,Math and Science,68,37,43,80,51,49,73,40,45,221,265,0.5995,At Risk
2025-08,2025-08-15 00:48:00,School AAXU,SYN-619-AAXU,District I,District I - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,59,16,18,54,20,20,53,14,15,166,103,0.3102,Critical
2025-08,2025-08-15 01:05:00,School AAXV,SYN-620-AAXV,District I,District I - Block 004,Yes,No,Class 6,Math and Science,58,31,37,53,25,28,41,19,25,152,165,0.5428,At Risk
2025-08,2025-08-15 01:22:00,School AAXW,SYN-621-AAXW,District I,District I - Block 004,Yes,Yes,Class 8,Math,177,86,11,154,91,8,192,110,21,523,327,0.3126,Critical
