Reporting Month,Timestamp,What is the name of your school?,What is your school's synthetic school code?,What is the name of your district?,Block Details,Was the PBL project conducted in your school this month?,Was evidence submitted for the completed PBL project?,In which class/classes did you conduct the PBL project?,Which subject do you teach?,"Total number of students enrolled in Class 6, including all sections","Average student attendance during the Class 6 PBL Science session. If you did not teach Science in Class 6, enter 0.","Average student attendance during the Class 6 PBL Math session. If you did not teach Math in Class 6, enter 0.","Total number of students enrolled in Class 7, including all sections","Average student attendance during the Class 7 PBL Science session. If you did not teach Science in Class 7, enter 0.","Average student attendance during the Class 7 PBL Math session. If you did not teach Math in Class 7, enter 0.","Total number of students enrolled in Class 8, including all sections","Average student attendance during the Class 8 PBL Science session. If you did not teach Science in Class 8, enter 0.","Average student attendance during the Class 8 PBL Math session. If you did not teach Math in Class 8, enter 0.",Derived: Total enrollment across Classes 6-8,Derived: Total attendance across PBL Science and Math sessions,Derived: Overall PBL attendance rate,Derived: Risk status
2025-07,2025-07-13 14:31:00,School ACJH,SYN-1594-ACJH,District G,District G - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,21,18,15,11,11,26,19,19,65,99,0.7615,On Track
2025-07,2025-07-13 14:48:00,School ACJI,SYN-1595-ACJI,District G,District G - Block 009,Yes,Yes,Class 6,Math and Science,20,12,11,17,11,13,23,16,16,60,79,0.6583,Behind
2025-07,2025-07-13 15:05:00,School ACJJ,SYN-1596-ACJJ,District G,District G - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,7,4,3,6,2,2,7,3,3,20,17,0.425,At Risk
2025-07,2025-07-13 15:22:00,School ACJK,SYN-1597-ACJK,District G,District G - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,55,36,37,36,27,24,32,20,21,123,165,0.6707,Behind
2025-07,2025-07-13 15:39:00,School ACJM,SYN-1599-ACJM,District G,District G - Block 009,No,No,Not conducted,Not applicable,28,0,0,37,0,0,13,0,0,78,0,0.0,Critical
2025-07,2025-07-13 15:56:00,School AAJW,SYN-257-AAJW,District G,District G - Block 010,Yes,Yes,"Classes 6, 7 and 8",Math and Science,16,8,8,22,15,10,10,5,7,48,53,0.5521,At Risk
2025-07,2025-07-13 16:13:00,School ACJL,SYN-1598-ACJL,District G,District G - Block 010,Yes,Yes,"Classes 6, 7 and 8",Math and Science,24,13,14,10,6,7,17,9,11,51,60,0.5882,At Risk
2025-07,2025-07-13 16:30:00,School ACJN,SYN-1600-ACJN,District G,District G - Block 010,Yes,No,Class 6,Science,21,12,8,15,8,8,13,9,9,49,54,0.551,At Risk
2025-07,2025-07-13 16:47:00,School ACJO,SYN-1601-ACJO,District G,District G - Block 010,No,No,Not conducted,Not applicable,109,0,0,119,0,0,83,0,0,311,0,0.0,Critical
2025-07,2025-07-13 17:04:00,School ACLG,SYN-1645-ACLG,District G,District G - Block 011,Yes,Yes,Class 6,Math and Science,46,24,23,34,17,16,43,23,22,123,125,0.5081,At Risk
2025-07,2025-07-13 17:21:00,School ACLH,SYN-1646-ACLH,District G,District G - Block 011,Yes,Yes,Class 7,Science,23,13,12,15,11,8,27,16,14,65,74,0.5692,At Risk
2025-07,2025-07-13 17:38:00,School ACLI,SYN-1647-ACLI,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,45,25,25,29,17,16,39,23,33,113,139,0.615,Behind
2025-07,2025-07-13 17:55:00,School ACLJ,SYN-1648-ACLJ,District G,District G - Block 011,No,No,Not conducted,Not applicable,47,0,0,55,0,0,32,0,0,134,0,0.0,Critical
2025-07,2025-07-13 18:12:00,School ACLK,SYN-1649-ACLK,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,20,14,13,18,11,12,23,17,17,61,84,0.6885,Behind
2025-07,2025-07-13 18:29:00,School ACLL,SYN-1650-ACLL,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,21,22,75,48,42,63,43,36,171,212,0.6199,Behind
2025-07,2025-07-13 18:46:00,School ACLM,SYN-1651-ACLM,District G,District G - Block 011,No,No,Not conducted,Not applicable,40,0,0,30,0,0,27,0,0,97,0,0.0,Critical
2025-07,2025-07-13 19:03:00,School ACLN,SYN-1652-ACLN,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,78,41,48,45,24,29,75,51,48,198,241,0.6086,Behind
2025-07,2025-07-13 19:20:00,School ACLO,SYN-1653-ACLO,District G,District G - Block 011,Yes,Yes,Class 8,Science,67,23,45,68,24,36,63,26,29,198,183,0.4621,At Risk
2025-07,2025-07-13 19:37:00,School ACLP,SYN-1654-ACLP,District G,District G - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,20,21,33,19,21,29,13,14,98,108,0.551,At Risk
2025-07,2025-07-13 19:54:00,School ACLQ,SYN-1655-ACLQ,District G,District G - Block 011,No,No,Not conducted,Not applicable,64,0,0,80,0,0,65,0,0,209,0,0.0,Critical
2025-07,2025-07-13 20:11:00,School ADKK,SYN-2299-ADKK,District G,District G - Block 011,Yes,Yes,Classes 7 and 8,Math and Science,40,30,32,44,29,42,40,35,34,124,202,0.8145,On Track
2025-07,2025-07-13 20:28:00,School ACIM,SYN-1573-ACIM,District G,District G - Block 012,Yes,No,"Classes 6, 7 and 8",Math and Science,68,55,51,78,69,67,92,72,73,238,387,0.813,On Track
2025-07,2025-07-13 20:45:00,School ACIN,SYN-1574-ACIN,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,10,11,41,9,11,38,14,10,112,65,0.2902,Critical
2025-07,2025-07-13 21:02:00,School ACIO,SYN-1575-ACIO,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,81,59,58,98,68,54,109,79,69,288,387,0.6719,Behind
2025-07,2025-07-13 21:19:00,School ACIP,SYN-1576-ACIP,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,55,38,32,57,30,29,45,27,42,157,198,0.6306,Behind
2025-07,2025-07-13 21:36:00,School ACIQ,SYN-1577-ACIQ,District G,District G - Block 012,Yes,Yes,Classes 6 and 7,Science,92,58,55,73,45,41,52,28,28,217,255,0.5876,At Risk
2025-07,2025-07-13 21:53:00,School ACIR,SYN-1578-ACIR,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,95,64,74,85,70,63,85,59,70,265,400,0.7547,On Track
2025-07,2025-07-13 22:10:00,School ACIS,SYN-1579-ACIS,District G,District G - Block 012,No,No,Not conducted,Not applicable,33,0,0,29,0,0,30,0,0,92,0,0.0,Critical
2025-07,2025-07-13 22:27:00,School ACIT,SYN-1580-ACIT,District G,District G - Block 012,No,No,Not conducted,Not applicable,49,0,0,54,0,0,30,0,0,133,0,0.0,Critical
2025-07,2025-07-13 22:44:00,School ACIU,SYN-1581-ACIU,District G,District G - Block 012,Yes,Yes,Class 6,Math,84,43,47,81,49,49,67,39,46,232,273,0.5884,At Risk
2025-07,2025-07-13 23:01:00,School ACIV,SYN-1582-ACIV,District G,District G - Block 012,Yes,No,Class 6,Science,107,75,71,114,77,85,116,81,82,337,471,0.6988,Behind
2025-07,2025-07-13 23:18:00,School ACIW,SYN-1583-ACIW,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Math and Science,39,29,28,34,24,28,24,16,16,97,141,0.7268,Behind
2025-07,2025-07-13 23:35:00,School ACIX,SYN-1584-ACIX,District G,District G - Block 012,Yes,Yes,"Classes 6, 7 and 8",Science,67,40,46,70,45,40,52,45,28,189,244,0.6455,Behind
2025-07,2025-07-13 23:52:00,School ABRV,SYN-1140-ABRV,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,58,42,43,53,34,36,56,41,36,167,232,0.6946,Behind
2025-07,2025-07-14 00:09:00,School ACKC,SYN-1615-ACKC,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,37,16,18,31,17,20,27,14,15,95,100,0.5263,At Risk
2025-07,2025-07-14 00:26:00,School ACKD,SYN-1616-ACKD,District G,District G - Block 013,Yes,No,Class 6,Math and Science,65,39,43,64,44,43,65,42,39,194,250,0.6443,Behind
2025-07,2025-07-14 00:43:00,School ACKE,SYN-1617-ACKE,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,31,16,16,31,18,17,29,14,15,91,96,0.5275,At Risk
2025-07,2025-07-14 01:00:00,School ACKF,SYN-1618-ACKF,District G,District G - Block 013,No,No,Not conducted,Not applicable,17,0,0,17,0,0,31,0,0,65,0,0.0,Critical
2025-07,2025-07-14 01:17:00,School ACKG,SYN-1619-ACKG,District G,District G - Block 013,Yes,Yes,Classes 6 and 7,Science,8,4,4,9,6,4,22,14,11,39,43,0.5513,At Risk
2025-07,2025-07-14 01:34:00,School ACKH,SYN-1620-ACKH,District G,District G - Block 013,Yes,Yes,Classes 7 and 8,Science,36,17,20,36,17,17,36,19,19,108,109,0.5046,At Risk
2025-07,2025-07-14 01:51:00,School ACKI,SYN-1621-ACKI,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math,31,30,29,18,10,17,18,10,18,67,114,0.8507,On Track
2025-07,2025-07-14 02:08:00,School ACKJ,SYN-1622-ACKJ,District G,District G - Block 013,Yes,Yes,"Classes 6, 7 and 8",Math and Science,48,47,31,54,36,37,52,39,36,154,226,0.7338,Behind
2025-07,2025-07-14 02:25:00,School ACKK,SYN-1623-ACKK,District G,District G - Block 013,Yes,No,"Classes 6, 7 and 8",Math and Science,34,21,22,17,11,10,23,14,13,74,91,0.6149,Behind
2025-07,2025-07-14 02:42:00,School ADKH,SYN-2296-ADKH,District G,District G - Block 013,No,No,Not conducted,Not applicable,24,0,0,21,0,0,18,0,0,63,0,0.0,Critical
2025-07,2025-07-14 02:59:00,School ACHS,SYN-1553-ACHS,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math,101,46,42,165,75,65,122,55,62,388,345,0.4446,At Risk
2025-07,2025-07-14 03:16:00,School ACHT,SYN-1554-ACHT,District G,District G - Block 014,No,No,Not conducted,Not applicable,54,0,0,62,0,0,44,0,0,160,0,0.0,Critical
2025-07,2025-07-14 03:33:00,School ACHU,SYN-1555-ACHU,District G,District G - Block 014,Yes,Yes,Class 6,Math,44,29,27,53,34,33,40,24,22,137,169,0.6168,Behind
2025-07,2025-07-14 03:50:00,School ACHV,SYN-1556-ACHV,District G,District G - Block 014,Yes,No,Class 8,Math,41,22,19,30,15,17,28,14,19,99,106,0.5354,At Risk
2025-07,2025-07-14 04:07:00,School ACHW,SYN-1557-ACHW,District G,District G - Block 014,Yes,No,"Classes 6, 7 and 8",Math and Science,24,17,18,20,14,12,10,8,6,54,75,0.6944,Behind
2025-07,2025-07-14 04:24:00,School ACHX,SYN-1558-ACHX,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,12,8,6,8,5,5,8,5,4,28,33,0.5893,At Risk
2025-07,2025-07-14 04:41:00,School ACHY,SYN-1559-ACHY,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,31,26,26,31,30,30,21,19,17,83,148,0.8916,On Track
2025-07,2025-07-14 04:58:00,School ACHZ,SYN-1560-ACHZ,District G,District G - Block 014,Yes,Yes,Class 6,Math,37,22,25,41,25,30,32,26,24,110,152,0.6909,Behind
2025-07,2025-07-14 05:15:00,School ACIA,SYN-1561-ACIA,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,12,11,11,14,13,13,22,19,21,48,88,0.9167,On Track
2025-07,2025-07-14 05:32:00,School ACIB,SYN-1562-ACIB,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,17,20,47,23,31,26,13,22,101,126,0.6238,Behind
2025-07,2025-07-14 05:49:00,School ACIC,SYN-1563-ACIC,District G,District G - Block 014,Yes,No,Class 6,Science,9,8,4,17,11,10,15,9,10,41,52,0.6341,Behind
2025-07,2025-07-14 06:06:00,School ACID,SYN-1564-ACID,District G,District G - Block 014,Yes,Yes,Class 6,Science,43,27,27,54,36,32,27,17,17,124,156,0.629,Behind
2025-07,2025-07-14 06:23:00,School ACIE,SYN-1565-ACIE,District G,District G - Block 014,Yes,No,Class 6,Math and Science,68,61,56,72,64,59,50,40,45,190,325,0.8553,On Track
2025-07,2025-07-14 06:40:00,School ACIF,SYN-1566-ACIF,District G,District G - Block 014,No,No,Not conducted,Not applicable,26,0,0,23,0,0,27,0,0,76,0,0.0,Critical
2025-07,2025-07-14 06:57:00,School ACIG,SYN-1567-ACIG,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,43,33,36,41,32,32,47,35,37,131,205,0.7824,On Track
2025-07,2025-07-14 07:14:00,School ACIH,SYN-1568-ACIH,District G,District G - Block 014,No,No,Not conducted,Not applicable,24,0,0,15,0,0,20,0,0,59,0,0.0,Critical
2025-07,2025-07-14 07:31:00,School ACII,SYN-1569-ACII,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Science,44,26,26,42,22,27,32,20,23,118,144,0.6102,Behind
2025-07,2025-07-14 07:48:00,School ACIJ,SYN-1570-ACIJ,District G,District G - Block 014,Yes,Yes,Class 6,Science,54,23,30,53,27,24,33,13,16,140,133,0.475,At Risk
2025-07,2025-07-14 08:05:00,School ACIK,SYN-1571-ACIK,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,14,9,10,18,11,13,21,14,14,53,71,0.6698,Behind
2025-07,2025-07-14 08:22:00,School ACIL,SYN-1572-ACIL,District G,District G - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,15,16,19,9,9,32,16,16,79,81,0.5127,At Risk
2025-07,2025-07-14 08:39:00,School ACMP,SYN-1680-ACMP,District G,District G - Block 014,No,No,Not conducted,Not applicable,35,0,0,36,0,0,27,0,0,98,0,0.0,Critical
2025-07,2025-07-14 08:56:00,School ACNI,SYN-1699-ACNI,District H,District H - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,62,42,47,72,51,45,82,58,62,216,305,0.706,Behind
2025-07,2025-07-14 09:13:00,School ACNJ,SYN-1700-ACNJ,District H,District H - Block 001,No,No,Not conducted,Not applicable,111,0,0,136,0,0,138,0,0,385,0,0.0,Critical
2025-07,2025-07-14 09:30:00,School ACNK,SYN-1701-ACNK,District H,District H - Block 001,Yes,No,"Classes 6, 7 and 8",Science,52,26,33,57,43,33,43,32,24,152,191,0.6283,Behind
2025-07,2025-07-14 09:47:00,School ACMV,SYN-1686-ACMV,District H,District H - Block 002,Yes,Yes,Class 6,Math and Science,69,46,41,51,34,33,50,34,36,170,224,0.6588,Behind
2025-07,2025-07-14 10:04:00,School ACNL,SYN-1702-ACNL,District H,District H - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,38,23,22,41,26,23,44,26,27,123,147,0.5976,At Risk
2025-07,2025-07-14 10:21:00,School ACNM,SYN-1703-ACNM,District H,District H - Block 002,Yes,Yes,"Classes 6, 7 and 8",Science,42,26,21,45,33,20,35,23,23,122,146,0.5984,At Risk
2025-07,2025-07-14 10:38:00,School ACNN,SYN-1704-ACNN,District H,District H - Block 002,No,No,Not conducted,Not applicable,103,0,0,101,0,0,95,0,0,299,0,0.0,Critical
2025-07,2025-07-14 10:55:00,School ACNO,SYN-1705-ACNO,District H,District H - Block 002,Yes,No,Class 8,Science,11,9,5,27,18,14,22,16,12,60,74,0.6167,Behind
2025-07,2025-07-14 11:12:00,School ACNP,SYN-1706-ACNP,District H,District H - Block 003,No,No,Not conducted,Not applicable,46,0,0,78,0,0,77,0,0,201,0,0.0,Critical
2025-07,2025-07-14 11:29:00,School ACNQ,SYN-1707-ACNQ,District H,District H - Block 003,Yes,No,"Classes 6, 7 and 8",Science,26,14,16,33,21,15,38,29,20,97,115,0.5928,At Risk
2025-07,2025-07-14 11:46:00,School ACNR,SYN-1708-ACNR,District H,District H - Block 003,No,No,Not conducted,Not applicable,42,0,0,44,0,0,42,0,0,128,0,0.0,Critical
2025-07,2025-07-14 12:03:00,School ACNS,SYN-1709-ACNS,District H,District H - Block 004,Yes,Yes,Class 6,Science,73,40,40,66,30,32,86,43,33,225,218,0.4844,At Risk
2025-07,2025-07-14 12:20:00,School ACMR,SYN-1682-ACMR,District H,District H - Block 005,Yes,No,"Classes 6, 7 and 8",Science,50,37,21,50,36,34,37,25,17,137,170,0.6204,Behind
2025-07,2025-07-14 12:37:00,School ACMT,SYN-1684-ACMT,District H,District H - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,43,24,23,54,32,30,65,34,35,162,178,0.5494,At Risk
2025-07,2025-07-14 12:54:00,School ACMU,SYN-1685-ACMU,District H,District H - Block 006,Yes,Yes,"Classes 6, 7 and 8",Science,65,34,33,87,43,50,73,37,36,225,233,0.5178,At Risk
2025-07,2025-07-14 13:11:00,School ACMW,SYN-1687-ACMW,District H,District H - Block 006,Yes,Yes,Class 8,Math,18,7,13,19,11,16,18,8,15,55,70,0.6364,Behind
2025-07,2025-07-14 13:28:00,School ACMX,SYN-1688-ACMX,District H,District H - Block 006,Yes,No,"Classes 6, 7 and 8",Math and Science,36,25,20,44,31,30,34,19,22,114,147,0.6447,Behind
2025-07,2025-07-14 13:45:00,School ACMY,SYN-1689-ACMY,District H,District H - Block 007,Yes,Yes,Class 6,Science,65,38,31,97,42,64,97,36,46,259,257,0.4961,At Risk
2025-07,2025-07-14 14:02:00,School ACMZ,SYN-1690-ACMZ,District H,District H - Block 007,No,No,Not conducted,Not applicable,97,0,0,110,0,0,88,0,0,295,0,0.0,Critical
2025-07,2025-07-14 14:19:00,School ACNA,SYN-1691-ACNA,District H,District H - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,42,21,20,32,20,19,34,21,23,108,124,0.5741,At Risk
2025-07,2025-07-14 14:36:00,School ACNB,SYN-1692-ACNB,District H,District H - Block 008,Yes,No,Classes 7 and 8,Math and Science,92,60,53,84,56,60,68,51,49,244,329,0.6742,Behind
2025-07,2025-07-14 14:53:00,School ACNC,SYN-1693-ACNC,District H,District H - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,38,20,19,46,20,24,62,29,34,146,146,0.5,At Risk
2025-07,2025-07-14 15:10:00,School ACND,SYN-1694-ACND,District H,District H - Block 009,Yes,Yes,Class 6,Math and Science,83,40,43,73,36,41,53,34,34,209,228,0.5455,At Risk
2025-07,2025-07-14 15:27:00,School ACNE,SYN-1695-ACNE,District H,District H - Block 009,Yes,Yes,Class 7,Science,92,54,52,109,78,55,106,78,54,307,371,0.6042,Behind
2025-07,2025-07-14 15:44:00,School ACNF,SYN-1696-ACNF,District H,District H - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,55,43,42,59,41,45,61,45,47,175,263,0.7514,On Track
2025-07,2025-07-14 16:01:00,School ACNG,SYN-1697-ACNG,District H,District H - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,33,22,23,52,37,30,39,29,31,124,172,0.6935,Behind
2025-07,2025-07-14 16:18:00,School ACNH,SYN-1698-ACNH,District H,District H - Block 009,No,No,Not conducted,Not applicable,26,0,0,23,0,0,27,0,0,76,0,0.0,Critical
2025-07,2025-07-14 16:35:00,School AAYK,SYN-635-AAYK,District I,District I - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,64,40,40,44,29,27,69,46,49,177,231,0.6525,Behind
2025-07,2025-07-14 16:52:00,School AAYL,SYN-636-AAYL,District I,District I - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,108,69,80,149,69,67,108,54,41,365,380,0.5205,At Risk
2025-07,2025-07-14 17:09:00,School AAYM,SYN-637-AAYM,District I,District I - Block 001,No,No,Not conducted,Not applicable,54,0,0,90,0,0,63,0,0,207,0,0.0,Critical
2025-07,2025-07-14 17:26:00,School AAWO,SYN-587-AAWO,District I,District I - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math,60,31,29,71,45,37,78,39,40,209,221,0.5287,At Risk
2025-07,2025-07-14 17:43:00,School AAWP,SYN-588-AAWP,District I,District I - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,22,14,13,17,11,12,35,16,28,74,94,0.6351,Behind
2025-07,2025-07-14 18:00:00,School AAWQ,SYN-589-AAWQ,District I,District I - Block 002,No,No,Not conducted,Not applicable,46,0,0,47,0,0,47,0,0,140,0,0.0,Critical
2025-07,2025-07-14 18:17:00,School AAWR,SYN-590-AAWR,District I,District I - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,30,20,55,33,27,54,31,31,159,172,0.5409,At Risk
2025-07,2025-07-14 18:34:00,School AAWS,SYN-591-AAWS,District I,District I - Block 002,No,No,Not conducted,Not applicable,113,0,0,126,0,0,120,0,0,359,0,0.0,Critical
2025-07,2025-07-14 18:51:00,School AAWT,SYN-592-AAWT,District I,District I - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,48,28,28,51,42,41,43,32,31,142,202,0.7113,Behind
2025-07,2025-07-14 19:08:00,School AAWU,SYN-593-AAWU,District I,District I - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,85,52,57,80,61,57,87,57,67,252,351,0.6964,Behind
2025-07,2025-07-14 19:25:00,School AAVZ,SYN-572-AAVZ,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,95,56,57,140,103,108,95,67,66,330,457,0.6924,Behind
2025-07,2025-07-14 19:42:00,School AAWA,SYN-573-AAWA,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,78,37,33,99,42,44,96,43,36,273,235,0.4304,At Risk
2025-07,2025-07-14 19:59:00,School AAWB,SYN-574-AAWB,District I,District I - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,84,14,12,77,20,20,63,21,23,224,110,0.2455,Critical
2025-07,2025-07-14 20:16:00,School AAWC,SYN-575-AAWC,District I,District I - Block 003,Yes,Yes,Class 8,Math and Science,102,58,59,66,37,29,94,54,59,262,296,0.5649,At Risk
2025-07,2025-07-14 20:33:00,School AAWD,SYN-576-AAWD,District I,District I - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,74,37,43,84,51,46,87,57,53,245,287,0.5857,At Risk
2025-07,2025-07-14 20:50:00,School AAWE,SYN-577-AAWE,District I,District I - Block 003,No,No,Not conducted,Not applicable,72,0,0,50,0,0,59,0,0,181,0,0.0,Critical
2025-07,2025-07-14 21:07:00,School AAWF,SYN-578-AAWF,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,185,97,90,220,132,142,210,109,111,615,681,0.5537,At Risk
2025-07,2025-07-14 21:24:00,School AAWG,SYN-579-AAWG,District I,District I - Block 003,No,No,Not conducted,Not applicable,141,0,0,156,0,0,154,0,0,451,0,0.0,Critical
2025-07,2025-07-14 21:41:00,School AAWH,SYN-580-AAWH,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,49,20,24,28,21,21,28,18,21,105,125,0.5952,At Risk
2025-07,2025-07-14 21:58:00,School AAWI,SYN-581-AAWI,District I,District I - Block 003,No,No,Not conducted,Not applicable,72,0,0,63,0,0,50,0,0,185,0,0.0,Critical
2025-07,2025-07-14 22:15:00,School AAWJ,SYN-582-AAWJ,District I,District I - Block 003,No,No,Not conducted,Not applicable,85,0,0,92,0,0,74,0,0,251,0,0.0,Critical
2025-07,2025-07-14 22:32:00,School AAWK,SYN-583-AAWK,District I,District I - Block 003,No,No,Not conducted,Not applicable,137,0,0,167,0,0,122,0,0,426,0,0.0,Critical
2025-07,2025-07-14 22:49:00,School AAWL,SYN-584-AAWL,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,43,25,25,44,29,30,49,38,34,136,181,0.6654,Behind
2025-07,2025-07-14 23:06:00,School AAWM,SYN-585-AAWM,District I,District I - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,121,71,76,115,70,74,80,77,65,316,433,0.6851,Behind
2025-07,2025-07-14 23:23:00,School AAWN,SYN-586-AAWN,District I,District I - Block 003,Yes,No,"Classes 6, 7 and 8",Math and Science,57,37,43,57,35,35,60,44,42,174,236,0.6782,Behind
2025-07,2025-07-14 23:40:00,School ACMQ,SYN-1681-ACMQ,District I,District I - Block 003,Yes,Yes,Class 6,Math and Science,124,103,91,132,108,92,147,118,105,403,617,0.7655,On Track
2025-07,2025-07-14 23:57:00,School AAXR,SYN-616-AAXR,District I,District I - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,26,17,16,24,17,18,31,19,20,81,107,0.6605,Behind
2025-07,2025-07-15 00:14:00,School AAXS,SYN-617-AAXS,District I,District I - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math,64,38,47,65,32,50,75,47,36,204,250,0.6127,Behind
2025-07,2025-07-15 00:31:00,School AAXT,SYN-618-AAXT,District I,District I - Block 004,No,No,Not conducted,Not applicable,68,0,0,80,0,0,73,0,0,221,0,0.0,Critical
2025-07,2025-07-15 00:48:00,School AAXU,SYN-619-AAXU,District I,District I - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,59,17,16,54,20,18,53,12,12,166,95,0.2861,Critical
2025-07,2025-07-15 01:05:00,School AAXV,SYN-620-AAXV,District I,District I - Block 004,Yes,Yes,Class 6,Math and Science,58,29,36,53,26,26,41,18,21,152,156,0.5132,At Risk
2025-07,2025-07-15 01:22:00,School AAXW,SYN-621-AAXW,District I,District I - Block 004,Yes,No,Class 8,Math,177,82,11,154,92,8,192,100,21,523,314,0.3002,Critical
2025-07,2025-07-15 01:39:00,School AAXY,SYN-623-AAXY,District I,District I - Block 005,Yes,Yes,Class 8,Science,59,33,39,59,39,33,55,32,33,173,209,0.604,Behind
2025-07,2025-07-15 01:56:00,School AAXZ,SYN-624-AAXZ,District I,District I - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,180,39,33,60,38,37,60,38,35,300,220,0.3667,At Risk
2025-07,2025-07-15 02:13:00,School AAYX,SYN-648-AAYX,District I,District I - Block 006,No,No,Not conducted,Not applicable,30,0,0,21,0,0,16,0,0,67,0,0.0,Critical
2025-07,2025-07-15 02:30:00,School AAWV,SYN-594-AAWV,District I,District I - Block 007,Yes,Yes,Class 6,Math and Science,76,41,47,99,76,78,77,45,49,252,336,0.6667,Behind
2025-07,2025-07-15 02:47:00,School AAWW,SYN-595-AAWW,District I,District I - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,54,44,50,60,49,47,59,48,50,173,288,0.8324,On Track
2025-07,2025-07-15 03:04:00,School AAWX,SYN-596-AAWX,District I,District I - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,199,85,85,239,91,102,210,85,99,648,547,0.4221,At Risk
2025-07,2025-07-15 03:21:00,School AAWY,SYN-597-AAWY,District I,District I - Block 007,Yes,No,"Classes 6, 7 and 8",Math and Science,40,23,24,53,29,28,42,23,20,135,147,0.5444,At Risk
2025-07,2025-07-15 03:38:00,School AAWZ,SYN-598-AAWZ,District I,District I - Block 007,No,No,Not conducted,Not applicable,32,0,0,32,0,0,34,0,0,98,0,0.0,Critical
2025-07,2025-07-15 03:55:00,School AAXA,SYN-599-AAXA,District I,District I - Block 007,No,No,Not conducted,Not applicable,44,0,0,48,0,0,45,0,0,137,0,0.0,Critical
2025-07,2025-07-15 04:12:00,School AAXB,SYN-600-AAXB,District I,District I - Block 007,Yes,Yes,"Classes 6, 7 and 8",Math and Science,111,71,77,114,57,60,108,53,48,333,366,0.5495,At Risk
2025-07,2025-07-15 04:29:00,School AAXC,SYN-601-AAXC,District I,District I - Block 007,Yes,No,"Classes 6, 7 and 8",Math and Science,118,49,67,118,37,46,127,56,68,363,323,0.4449,At Risk
